date;hour;comed price;rto load forecast;comed load foecast;day
20110105;4;20.286242;78083;10631;4
20110105;5;23.600795;82453;10801;4
20110105;6;35.456442;89392;11288;4
20110105;7;46.289415;93795;12095;4
20110105;8;39.810739;94303;12560;4
20110105;9;37.85217;93819;12776;4
20110105;10;37.330192;93120;12880;4
20110105;11;35.01393;91943;12902;4
20110105;12;33.392311;90426;12802;4
20110105;13;32.183214;89345;12655;4
20110105;14;31.728327;88416;12608;4
20110105;15;31.279187;88469;12577;4
20110105;16;32.617728;91918;12670;4
20110105;17;47.118572;99921;13404;4
20110105;18;49.970605;101808;14085;4
20110105;19;42.281385;100816;13960;4
20110105;20;43.855373;99711;13816;4
20110105;21;36.326073;97407;13728;4
20110105;22;31.379672;92935;13370;4
20110105;23;30.638433;87569;12587;4
20110106;0;30.799341;81476;11572;5
20110106;1;27.29298;79295;10976;5
20110106;2;24.855094;78409;10649;5
20110106;3;22.701638;78508;10457;5
20110106;4;23.970719;80130;10457;5
20110106;5;29.153715;84270;10666;5
20110106;6;42.361377;90972;11174;5
20110106;7;53.239174;94971;12057;5
20110106;8;50.671849;94932;12512;5
20110106;9;52.183696;94096;12670;5
20110106;10;51.958519;93144;12790;5
20110106;11;45.108521;91695;12818;5
20110106;12;40.159368;90100;12768;5
20110106;13;37.297956;88844;12651;5
20110106;14;35.721649;87779;12605;5
20110106;15;34.720319;87849;12586;5
20110106;16;35.789231;90935;12664;5
20110106;17;53.722831;98098;13356;5
20110106;18;55.731183;99637;13970;5
20110106;19;51.341839;98711;13871;5
20110106;20;52.346907;97548;13819;5
20110106;21;43.755274;94893;13677;5
20110106;22;35.285896;90192;13255;5
20110106;23;32.002995;84700;12503;5
20110107;0;27.53246;79764;11822;6
20110107;1;23.931668;77433;11233;6
20110107;2;21.489039;76456;10998;6
20110107;3;20.586678;76610;10834;6
20110107;4;22.10353;78100;10865;6
20110107;5;25.767451;82109;11089;6
20110107;6;36.503731;88547;11644;6
20110107;7;47.038084;93124;12439;6
20110107;8;46.081001;94310;12881;6
20110107;9;46.063039;94850;13027;6
20110107;10;48.556192;94899;13118;6
20110107;11;44.786438;94084;13107;6
20110107;12;38.979285;92767;12948;6
20110107;13;36.779339;91849;12825;6
20110107;14;35.80899;90942;12742;6
20110107;15;34.672711;90727;12604;6
20110107;16;37.028212;93630;12668;6
20110107;17;51.391157;100029;13379;6
20110107;18;53.048435;101105;14126;6
20110107;19;48.420992;99717;14091;6
20110107;20;44.59273;98167;13906;6
20110107;21;40.884711;96260;13772;6
20110107;22;34.800859;92970;13570;6
20110107;23;31.490231;88441;12949;6
20110108;0;27.742742;84544;12306;7
20110108;1;24.25485;82323;11690;7
20110108;2;21.544269;81311;11285;7
20110108;3;21.213268;81112;11058;7
20110108;4;21.082894;81896;11005;7
20110108;5;22.511564;83576;11029;7
20110108;6;25.185294;85935;11171;7
20110108;7;32.538213;88931;11391;7
20110108;8;34.61579;91854;11556;7
20110108;9;38.263293;93383;11868;7
20110108;10;39.051132;93325;12090;7
20110108;11;36.23792;91867;12129;7
20110108;12;34.30203;89733;12022;7
20110108;13;32.907493;87794;11842;7
20110108;14;31.947652;86367;11607;7
20110108;15;32.175696;86592;11551;7
20110108;16;34.140189;89852;11625;7
20110108;17;52.505727;97167;12403;7
20110108;18;55.006381;99026;13200;7
20110108;19;47.557992;98113;13235;7
20110108;20;45.99783;97053;13124;7
20110108;21;41.409603;95340;13082;7
20110108;22;35.91583;92373;12808;7
20110108;23;30.099302;88329;12351;7
20110109;0;32.076599;84318;11786;1
20110109;1;31.286224;82086;11274;1
20110109;2;28.490294;81216;10965;1
20110109;3;28.251254;80917;10774;1
20110109;4;27.542433;81444;10694;1
20110109;5;29.204868;82762;10668;1
20110109;6;29.735272;84471;10671;1
20110109;7;35.641441;86669;10686;1
20110109;8;35.257327;88719;10682;1
20110109;9;37.1749;89622;10920;1
20110109;10;35.88253;89047;11171;1
20110109;11;34.010969;87993;11250;1
20110109;12;33.139642;86714;11280;1
20110109;13;32.185096;85340;11226;1
20110109;14;31.433683;84317;11186;1
20110109;15;31.50725;84476;11162;1
20110109;16;32.66835;87964;11298;1
20110109;17;49.281735;96119;12024;1
20110109;18;55.034949;99296;12899;1
20110109;19;52.679199;99179;13018;1
20110109;20;45.949617;98178;13005;1
20110109;21;42.006305;95721;12851;1
20110109;22;35.090987;92160;12506;1
20110109;23;32.030897;88152;11963;1
20110110;0;31.540242;85720;11355;2
20110110;1;29.616342;84282;10906;2
20110110;2;28.064475;84111;10659;2
20110110;3;27.234118;84745;10527;2
20110110;4;27.538452;86715;10555;2
20110110;5;32.538041;91421;10774;2
20110110;6;40.189958;98546;11292;2
20110110;7;51.148816;102806;12093;2
20110110;8;48.281999;102823;12612;2
20110110;9;45.745124;101373;12821;2
20110110;10;44.61334;99721;12972;2
20110110;11;40.800711;97552;13037;2
20110110;12;37.109265;95201;12967;2
20110110;13;35.572494;93464;12889;2
20110110;14;34.073619;92052;12821;2
20110110;15;33.845688;91572;12772;2
20110110;16;35.549893;94172;12814;2
20110110;17;51.967769;101296;13422;2
20110110;18;56.27008;104747;14044;2
20110110;19;46.913943;104822;13972;2
20110110;20;42.420948;103506;13797;2
20110110;21;39.838889;100454;13666;2
20110110;22;34.485528;95688;13259;2
20110110;23;33.763348;90326;12482;2
20110111;0;32.834954;86244;11623;3
20110111;1;30.013003;84193;11042;3
20110111;2;29.002052;83442;10704;3
20110111;3;28.552253;83675;10495;3
20110111;4;29.54988;85191;10471;3
20110111;5;33.885141;89690;10659;3
20110111;6;41.116425;96897;11176;3
20110111;7;55.411882;101160;12011;3
20110111;8;52.659131;101062;12560;3
20110111;9;54.537592;99615;12690;3
20110111;10;56.746012;98488;12794;3
20110111;11;53.462694;96642;12850;3
20110111;12;47.942511;94820;12811;3
20110111;13;45.056997;93553;12755;3
20110111;14;41.728825;92265;12735;3
20110111;15;40.490687;92028;12695;3
20110111;16;46.5517;94331;12786;3
20110111;17;66.28202;100645;13425;3
20110111;18;67.842529;102977;14041;3
20110111;19;56.033896;102329;13884;3
20110111;20;53.731167;100856;13718;3
20110111;21;45.622036;97809;13604;3
20110111;22;38.557435;92701;13200;3
20110111;23;34.640479;87061;12385;3
20110112;0;28.379434;81179;11597;4
20110112;1;25.981732;79208;10989;4
20110112;2;24.645013;78230;10611;4
20110112;3;24.187923;78485;10439;4
20110112;4;24.837819;80246;10443;4
20110112;5;28.489649;84765;10635;4
20110112;6;33.304269;92022;11190;4
20110112;7;44.450635;96675;12141;4
20110112;8;41.380564;96902;12702;4
20110112;9;43.354859;96323;12870;4
20110112;10;42.054902;95668;12994;4
20110112;11;40.045417;94407;13058;4
20110112;12;36.303031;92976;12996;4
20110112;13;34.045841;91820;12898;4
20110112;14;34.439589;90821;12888;4
20110112;15;33.872259;90667;12884;4
20110112;16;35.109905;93272;12979;4
20110112;17;45.854557;99896;13601;4
20110112;18;58.346649;102353;14245;4
20110112;19;51.647578;101856;14063;4
20110112;20;48.898797;100520;13908;4
20110112;21;41.626405;97709;13750;4
20110112;22;35.818715;92819;13299;4
20110112;23;33.251958;87579;12493;4
20110113;0;31.3639;84115;11615;5
20110113;1;28.413243;82377;11070;5
20110113;2;26.034639;81816;10764;5
20110113;3;24.71183;82195;10591;5
20110113;4;26.974203;84285;10631;5
20110113;5;31.874781;89231;10832;5
20110113;6;41.377756;97399;11360;5
20110113;7;55.643662;101929;12275;5
20110113;8;52.672633;101087;12830;5
20110113;9;49.529159;99633;12945;5
20110113;10;48.057335;98328;13027;5
20110113;11;43.382125;96669;13059;5
20110113;12;38.828862;94995;13003;5
20110113;13;36.486989;93665;12886;5
20110113;14;35.55123;92583;12856;5
20110113;15;35.111931;92562;12841;5
20110113;16;36.453689;95173;12924;5
20110113;17;47.691399;102053;13510;5
20110113;18;59.920758;105275;14178;5
20110113;19;54.935951;105530;14064;5
20110113;20;52.928736;104424;13948;5
20110113;21;45.585633;101530;13789;5
20110113;22;37.95397;96610;13368;5
20110113;23;34.43761;91372;12623;5
20110114;0;32.899639;87362;11687;6
20110114;1;29.485659;85479;11097;6
20110114;2;28.443331;84832;10795;6
20110114;3;27.987927;85076;10601;6
20110114;4;28.690334;86870;10604;6
20110114;5;32.276144;91508;10795;6
20110114;6;42.106432;99225;11323;6
20110114;7;56.645161;103673;12161;6
20110114;8;53.528604;102797;12709;6
20110114;9;49.944928;101073;12824;6
20110114;10;49.821117;99366;12936;6
20110114;11;41.562539;97246;12959;6
20110114;12;35.734796;95031;12859;6
20110114;13;34.379;93393;12768;6
20110114;14;33.765993;92102;12751;6
20110114;15;33.021333;91551;12679;6
20110114;16;33.689284;94012;12755;6
20110114;17;43.796361;100730;13335;6
20110114;18;50.672588;103434;13963;6
20110114;19;45.526225;102552;13792;6
20110114;20;40.676294;100864;13547;6
20110114;21;37.062144;98483;13358;6
20110114;22;33.704004;94728;13074;6
20110114;23;32.108709;90220;12430;6
20110115;0;28.412192;85734;11564;7
20110115;1;26.00165;83444;10957;7
20110115;2;21.872259;82381;10540;7
20110115;3;21.713647;82061;10316;7
20110115;4;21.62017;82499;10254;7
20110115;5;21.61315;84055;10267;7
20110115;6;23.563989;86351;10483;7
20110115;7;33.518687;88888;10894;7
20110115;8;35.178748;90983;11240;7
20110115;9;35.623995;91447;11506;7
20110115;10;34.908338;90513;11748;7
20110115;11;33.564137;88497;11870;7
20110115;12;32.542062;86109;11861;7
20110115;13;31.577969;83831;11768;7
20110115;14;30.300886;82170;11618;7
20110115;15;31.022693;81845;11615;7
20110115;16;32.262831;84181;11747;7
20110115;17;37.429522;90216;12388;7
20110115;18;41.270124;92674;13036;7
20110115;19;38.210105;92324;13059;7
20110115;20;37.843459;91252;12957;7
20110115;21;35.822723;88817;12762;7
20110115;22;35.512174;85650;12421;7
20110115;23;30.069979;81737;11904;7
20110116;0;27.13213;76425;11174;1
20110116;1;24.828182;74240;10701;1
20110116;2;23.590975;73155;10389;1
20110116;3;23.030295;72934;10226;1
20110116;4;23.344919;73496;10174;1
20110116;5;23.866614;75014;10160;1
20110116;6;25.433106;77566;10258;1
20110116;7;31.693641;80387;10455;1
20110116;8;33.970127;82760;10619;1
20110116;9;34.650932;84316;10817;1
20110116;10;33.731244;84493;11067;1
20110116;11;33.514848;84157;11206;1
20110116;12;33.233399;83667;11292;1
20110116;13;32.423481;82910;11321;1
20110116;14;31.423641;82342;11339;1
20110116;15;31.710667;82610;11400;1
20110116;16;32.931564;85683;11612;1
20110116;17;46.763328;92503;12290;1
20110116;18;57.156219;95286;13138;1
20110116;19;48.515199;95474;13200;1
20110116;20;48.81134;94739;13137;1
20110116;21;42.716347;91795;12925;1
20110116;22;35.639855;87970;12566;1
20110116;23;30.447446;84021;11979;1
20110117;0;29.420594;83772;11335;2
20110117;1;25.682508;82436;10910;2
20110117;2;23.820138;82207;10659;2
20110117;3;23.02715;82730;10520;2
20110117;4;23.539636;84964;10555;2
20110117;5;25.840428;89754;10760;2
20110117;6;32.632583;97370;11302;2
20110117;7;37.781039;101997;12187;2
20110117;8;38.815895;101944;12740;2
20110117;9;41.499852;100392;12843;2
20110117;10;41.203369;98856;12923;2
20110117;11;36.610178;96787;12958;2
20110117;12;34.673568;94769;12906;2
20110117;13;33.715281;93136;12811;2
20110117;14;33.052813;91755;12764;2
20110117;15;32.481884;91346;12733;2
20110117;16;33.188965;93545;12777;2
20110117;17;40.862207;99733;13333;2
20110117;18;46.397006;101763;13942;2
20110117;19;38.492156;100981;13770;2
20110117;20;35.329667;99550;13544;2
20110117;21;34.044702;95869;13293;2
20110117;22;31.633568;90238;12813;2
20110117;23;29.821202;84571;12009;2
20110118;0;27.568467;79927;10962;3
20110118;1;25.494018;77491;10421;3
20110118;2;24.717434;76276;10069;3
20110118;3;24.045442;76060;9871;3
20110118;4;24.780785;77224;9852;3
20110118;5;26.463558;81229;10049;3
20110118;6;35.365475;87860;10630;3
20110118;7;45.975401;92151;11591;3
20110118;8;43.950977;92456;12201;3
20110118;9;43.585887;91640;12342;3
20110118;10;41.300669;91083;12456;3
20110118;11;39.315982;89872;12561;3
20110118;12;36.505656;88522;12542;3
20110118;13;34.62188;87598;12519;3
20110118;14;34.306691;86630;12546;3
20110118;15;33.86229;86486;12569;3
20110118;16;37.655908;88560;12701;3
20110118;17;43.84298;94033;13278;3
20110118;18;51.613601;95219;13854;3
20110118;19;42.817393;94099;13600;3
20110118;20;39.81731;92839;13410;3
20110118;21;36.065838;89690;13256;3
20110118;22;32.603105;84585;12792;3
20110118;23;30.3267;79105;11957;3
20110119;0;29.555338;75720;11512;4
20110119;1;27.323645;73438;10992;4
20110119;2;26.797745;72252;10662;4
20110119;3;26.62128;72226;10547;4
20110119;4;27.135823;73814;10600;4
20110119;5;28.531589;78202;10821;4
20110119;6;34.4146;85563;11422;4
20110119;7;41.041181;90500;12462;4
20110119;8;39.477047;91060;13057;4
20110119;9;38.690015;90812;13199;4
20110119;10;38.570441;90551;13280;4
20110119;11;37.819249;89691;13332;4
20110119;12;35.955119;88683;13250;4
20110119;13;35.303471;87880;13126;4
20110119;14;34.058847;87258;13126;4
20110119;15;33.753241;87268;13123;4
20110119;16;35.765216;89611;13221;4
20110119;17;44.323258;95567;13769;4
20110119;18;52.738249;97299;14536;4
20110119;19;45.899656;96556;14336;4
20110119;20;45.446457;95392;14114;4
20110119;21;41.966275;92484;13941;4
20110119;22;35.720468;87548;13479;4
20110119;23;33.647845;82349;12660;4
20110120;0;31.723945;79143;11760;5
20110120;1;28.564728;77405;11232;5
20110120;2;28.142295;76769;10958;5
20110120;3;27.895494;77181;10795;5
20110120;4;28.613311;79283;10843;5
20110120;5;31.047142;84223;11074;5
20110120;6;36.952961;92447;11662;5
20110120;7;52.508601;97342;12715;5
20110120;8;45.842698;96861;13334;5
20110120;9;46.608233;95416;13419;5
20110120;10;46.820619;94222;13468;5
20110120;11;41.229414;92521;13459;5
20110120;12;37.873154;90997;13377;5
20110120;13;37.44711;89741;13248;5
20110120;14;36.155542;88681;13243;5
20110120;15;35.589063;88526;13235;5
20110120;16;36.23093;90725;13295;5
20110120;17;44.084542;96955;13731;5
20110120;18;52.562303;99398;14414;5
20110120;19;46.676489;99292;14299;5
20110120;20;42.505427;98554;14196;5
20110120;21;36.816601;95821;14010;5
20110120;22;34.91792;90923;13566;5
20110120;23;31.988438;85749;12778;5
20110121;0;29.29835;80254;12286;6
20110121;1;27.992712;78234;11794;6
20110121;2;27.578569;77328;11612;6
20110121;3;27.134569;77713;11486;6
20110121;4;27.567847;79590;11625;6
20110121;5;29.666105;84258;11868;6
20110121;6;36.885367;92024;12561;6
20110121;7;44.414118;97583;13618;6
20110121;8;46.175876;98365;14158;6
20110121;9;47.168314;98359;14273;6
20110121;10;49.846598;98186;14325;6
20110121;11;47.587109;97298;14356;6
20110121;12;41.19772;96155;14197;6
20110121;13;36.666359;95356;14045;6
20110121;14;36.403323;94549;13991;6
20110121;15;34.603148;94358;13864;6
20110121;16;36.70851;96743;13893;6
20110121;17;49.482081;102405;14294;6
20110121;18;60.02595;104292;14978;6
20110121;19;55.874122;103145;14868;6
20110121;20;53.023731;102119;14637;6
20110121;21;44.681254;100194;14373;6
20110121;22;38.28993;96684;14074;6
20110121;23;35.593947;92387;13371;6
20110122;0;41.233434;91643;12633;7
20110122;1;40.563553;90124;12082;7
20110122;2;39.60179;89432;11676;7
20110122;3;37.231096;89572;11422;7
20110122;4;36.665625;90911;11366;7
20110122;5;37.204653;93160;11341;7
20110122;6;40.245791;96289;11503;7
20110122;7;48.39298;99546;11787;7
20110122;8;53.67881;101820;12040;7
20110122;9;58.49039;102062;12320;7
20110122;10;52.023869;100799;12523;7
20110122;11;48.501748;98444;12573;7
20110122;12;41.894996;95745;12469;7
20110122;13;38.33898;93378;12321;7
20110122;14;35.774652;91777;12141;7
20110122;15;35.831052;91891;12124;7
20110122;16;36.179471;94401;12177;7
20110122;17;47.809525;101061;12708;7
20110122;18;52.086303;103888;13579;7
20110122;19;50.749992;103506;13666;7
20110122;20;49.521537;102840;13444;7
20110122;21;42.77856;101059;13297;7
20110122;22;41.685896;97717;12991;7
20110122;23;38.497136;93942;12535;7
20110123;0;34.237547;90673;11944;1
20110123;1;33.566178;88787;11533;1
20110123;2;32.777373;87942;11258;1
20110123;3;31.500687;87907;11086;1
20110123;4;31.723872;88447;11025;1
20110123;5;31.827933;89873;11003;1
20110123;6;34.010934;91290;11053;1
20110123;7;37.727566;93481;11145;1
20110123;8;38.185609;95538;11197;1
20110123;9;43.007671;96195;11450;1
20110123;10;42.015719;95415;11711;1
20110123;11;41.941416;94223;11820;1
20110123;12;38.939161;92995;11865;1
20110123;13;36.513364;91790;11845;1
20110123;14;33.79329;90858;11876;1
20110123;15;35.184733;91064;11893;1
20110123;16;35.832327;93862;12030;1
20110123;17;47.758595;100995;12522;1
20110123;18;55.246809;105882;13467;1
20110123;19;52.257067;106214;13576;1
20110123;20;50.513992;105609;13439;1
20110123;21;41.949393;103445;13181;1
20110123;22;36.797754;100120;12771;1
20110123;23;34.17894;96850;12216;1
20110124;0;34.721726;90722;11601;2
20110124;1;32.64285;89669;11207;2
20110124;2;32.214559;89809;10973;2
20110124;3;32.645788;90447;10834;2
20110124;4;32.895809;92520;10858;2
20110124;5;36.57294;96887;11066;2
20110124;6;49.283384;103385;11595;2
20110124;7;75.409139;107751;12446;2
20110124;8;61.613742;108518;12993;2
20110124;9;60.128549;107331;13162;2
20110124;10;58.534274;105837;13274;2
20110124;11;55.604929;103519;13331;2
20110124;12;43.995915;101216;13253;2
20110124;13;41.124455;99275;13159;2
20110124;14;37.914408;97556;13121;2
20110124;15;37.09319;96547;13095;2
20110124;16;38.930919;97695;13106;2
20110124;17;49.727113;103026;13506;2
20110124;18;62.011498;106696;14162;2
20110124;19;58.260351;106674;14071;2
20110124;20;53.671481;105461;13831;2
20110124;21;44.543538;101990;13627;2
20110124;22;40.024488;96679;13180;2
20110124;23;35.837334;91729;12391;2
20110125;0;27.655246;86268;11366;3
20110125;1;24.162778;84088;10890;3
20110125;2;22.814676;83172;10605;3
20110125;3;22.295581;83279;10465;3
20110125;4;22.833632;84525;10465;3
20110125;5;25.866883;88768;10704;3
20110125;6;33.972671;95279;11316;3
20110125;7;45.000296;99507;12319;3
20110125;8;43.60691;99735;12901;3
20110125;9;42.604189;98268;13028;3
20110125;10;39.867517;96921;13085;3
20110125;11;37.678842;94885;13127;3
20110125;12;34.610205;92930;13083;3
20110125;13;32.377187;91514;13009;3
20110125;14;32.127257;90008;13006;3
20110125;15;31.439599;89409;12934;3
20110125;16;31.987546;90742;12959;3
20110125;17;39.518251;95694;13366;3
20110125;18;39.824694;98408;14040;3
20110125;19;39.236932;97778;13949;3
20110125;20;38.21453;96682;13759;3
20110125;21;34.288103;93888;13550;3
20110125;22;30.399015;89095;13079;3
20110125;23;27.389572;83879;12251;3
20110126;0;27.108332;78518;11531;4
20110126;1;26.777823;76468;11012;4
20110126;2;26.670856;75424;10675;4
20110126;3;25.950542;75521;10526;4
20110126;4;25.0327;77026;10528;4
20110126;5;27.611392;81129;10729;4
20110126;6;32.230459;87634;11312;4
20110126;7;42.534;91974;12305;4
20110126;8;41.452058;92750;12877;4
20110126;9;41.158506;92485;13029;4
20110126;10;40.132341;91956;13097;4
20110126;11;38.711014;90832;13131;4
20110126;12;36.051972;89369;13029;4
20110126;13;35.239635;88018;12905;4
20110126;14;33.13763;86807;12885;4
20110126;15;32.273223;86259;12854;4
20110126;16;33.787484;87806;12877;4
20110126;17;43.118739;93110;13286;4
20110126;18;45.424319;95481;13990;4
20110126;19;41.701813;95140;13874;4
20110126;20;40.270744;94314;13701;4
20110126;21;36.074184;91669;13542;4
20110126;22;34.733882;87061;13103;4
20110126;23;30.639547;82306;12317;4
20110127;0;31.618108;78162;11566;5
20110127;1;28.781918;76274;11048;5
20110127;2;26.727299;75527;10737;5
20110127;3;27.005523;75805;10562;5
20110127;4;28.397312;77640;10559;5
20110127;5;29.799868;82364;10746;5
20110127;6;38.477747;90349;11318;5
20110127;7;48.788552;95238;12268;5
20110127;8;45.569503;95171;12800;5
20110127;9;43.963819;94230;12894;5
20110127;10;42.96567;93321;12939;5
20110127;11;38.263723;91974;12975;5
20110127;12;35.98987;90510;12892;5
20110127;13;34.992397;89209;12779;5
20110127;14;33.382486;88004;12750;5
20110127;15;32.200585;87575;12684;5
20110127;16;34.40075;89355;12701;5
20110127;17;41.356223;95153;13136;5
20110127;18;47.694801;97910;13741;5
20110127;19;44.147837;97870;13562;5
20110127;20;44.44167;97003;13372;5
20110127;21;40.335067;94242;13154;5
20110127;22;34.137945;89508;12703;5
20110127;23;31.648725;84578;11949;5
20110128;0;30.244568;80142;11340;6
20110128;1;27.486101;78131;10820;6
20110128;2;26.402332;77212;10498;6
20110128;3;26.641534;77403;10319;6
20110128;4;27.280419;78953;10308;6
20110128;5;29.300055;83324;10500;6
20110128;6;36.747237;90427;11061;6
20110128;7;44.398115;94998;11980;6
20110128;8;45.540051;94992;12514;6
20110128;9;47.130837;93948;12646;6
20110128;10;47.273001;92662;12724;6
20110128;11;44.893529;91052;12754;6
20110128;12;39.29741;89160;12644;6
20110128;13;35.594883;87520;12509;6
20110128;14;34.577144;86052;12480;6
20110128;15;33.239489;85216;12371;6
20110128;16;32.196275;86673;12361;6
20110128;17;35.758149;91782;12763;6
20110128;18;36.893804;93696;13352;6
20110128;19;36.147652;92609;13169;6
20110128;20;33.969922;91532;12923;6
20110128;21;33.583705;89429;12719;6
20110128;22;30.973755;85801;12397;6
20110128;23;29.385462;81433;11756;6
20110129;0;27.503089;77885;11158;7
20110129;1;26.658405;75572;10594;7
20110129;2;24.560966;74582;10234;7
20110129;3;23.884816;74450;10019;7
20110129;4;24.942815;75148;9943;7
20110129;5;24.896798;77250;9990;7
20110129;6;27.420705;80398;10252;7
20110129;7;35.528376;83768;10755;7
20110129;8;36.207855;86295;11137;7
20110129;9;41.058185;87136;11426;7
20110129;10;43.529989;86535;11632;7
20110129;11;39.314822;84978;11737;7
20110129;12;36.21293;82896;11684;7
20110129;13;34.86983;80781;11549;7
20110129;14;32.788353;79097;11378;7
20110129;15;33.108209;78629;11298;7
20110129;16;33.817575;80415;11361;7
20110129;17;41.142934;85982;11851;7
20110129;18;45.112314;88800;12532;7
20110129;19;44.640134;88492;12527;7
20110129;20;40.873541;87742;12391;7
20110129;21;35.710455;85699;12189;7
20110129;22;32.781852;82670;11865;7
20110129;23;29.690593;78950;11333;7
20110130;0;25.465975;74917;10539;1
20110130;1;21.943435;73009;10112;1
20110130;2;20.267681;72144;9825;1
20110130;3;19.675587;72191;9666;1
20110130;4;20.627341;72952;9599;1
20110130;5;21.805918;74815;9621;1
20110130;6;24.317652;77297;9785;1
20110130;7;30.957061;80131;10121;1
20110130;8;31.607578;82063;10346;1
20110130;9;33.283267;82766;10566;1
20110130;10;32.190508;81913;10787;1
20110130;11;31.837134;81086;10945;1
20110130;12;31.589165;80042;11016;1
20110130;13;30.993925;78806;11032;1
20110130;14;29.599764;77768;11026;1
20110130;15;30.299207;77657;11037;1
20110130;16;31.371119;80036;11174;1
20110130;17;35.531386;86351;11717;1
20110130;18;41.126995;89763;12560;1
20110130;19;36.150557;90068;12653;1
20110130;20;36.096188;89891;12583;1
20110130;21;33.777869;87458;12372;1
20110130;22;30.708123;83828;12040;1
20110130;23;27.492812;79831;11436;1
20110131;0;29.246951;76179;10757;2
20110131;1;26.595598;75040;10413;2
20110131;2;26.308728;74982;10238;2
20110131;3;25.781441;75855;10160;2
20110131;4;26.943766;78283;10216;2
20110131;5;28.50747;83743;10505;2
20110131;6;32.842745;92303;11180;2
20110131;7;39.174934;97650;12253;2
20110131;8;40.533346;97895;12934;2
20110131;9;43.659484;96849;13141;2
20110131;10;44.997395;95672;13234;2
20110131;11;41.162975;94273;13340;2
20110131;12;35.887926;92640;13248;2
20110131;13;34.20993;91336;13179;2
20110131;14;33.759327;90116;13144;2
20110131;15;33.546579;89658;13072;2
20110131;16;34.013572;91590;13109;2
20110131;17;40.982902;97664;13519;2
20110131;18;51.46635;100656;14250;2
20110131;19;44.22774;100168;14140;2
20110131;20;40.148588;98900;13898;2
20110131;21;36.548704;95631;13718;2
20110131;22;35.194975;90490;13276;2
20110131;23;31.420401;85100;12436;2
20110201;0;25.011345;81836;11560;3
20110201;1;21.927637;79732;11046;3
20110201;2;20.535014;78889;10752;3
20110201;3;18.485916;79045;10589;3
20110201;4;20.535168;80763;10611;3
20110201;5;22.727621;85514;10841;3
20110201;6;27.369911;93448;11506;3
20110201;7;37.181261;98373;12607;3
20110201;8;39.635473;98311;13272;3
20110201;9;40.2712;96934;13388;3
20110201;10;40.159555;95828;13449;3
20110201;11;38.86272;94396;13510;3
20110201;12;36.304913;92825;13453;3
20110201;13;35.40686;91757;13404;3
