,Date,Hour,Price,load,placeholder2,Day
181,20130108,14,41.94,55676.0,329.0,2
182,20130108,15,41.72,55822.0,272.0,2
183,20130108,16,43.47,56700.0,219.0,2
184,20130108,17,47.47,57601.0,176.0,2
185,20130108,18,47.97,57779.0,152.0,2
186,20130108,19,44.91,56954.0,134.0,2
187,20130108,20,42.78,55745.0,126.0,2
188,20130108,21,39.77,54021.0,131.0,2
189,20130108,22,39.09,52608.0,148.0,2
190,20130108,23,38.23,50189.0,179.0,2
191,20130108,0,36.14,47492.0,228.0,2
192,20130109,1,36.49,45937.0,186.0,3
193,20130109,2,35.92,44833.0,219.0,3
194,20130109,3,35.44,44216.0,265.0,3
195,20130109,4,35.76,44292.0,312.0,3
196,20130109,5,35.93,45092.0,358.0,3
197,20130109,6,37.31,47494.0,421.0,3
198,20130109,7,39.17,51772.0,478.0,3
199,20130109,8,41.4,56447.0,554.0,3
200,20130109,9,43.51,57646.0,682.0,3
201,20130109,10,41.59,57470.0,795.0,3
202,20130109,11,40.8,57470.0,902.0,3
203,20130109,12,40.56,57517.0,1060.0,3
204,20130109,13,40.5,57119.0,1230.0,3
205,20130109,14,40.74,56975.0,1366.0,3
206,20130109,15,40.53,57070.0,1523.0,3
207,20130109,16,40.75,57801.0,1686.0,3
208,20130109,17,42.96,58685.0,1789.0,3
209,20130109,18,43.08,58883.0,1835.0,3
210,20130109,19,40.87,58181.0,1840.0,3
211,20130109,20,39.81,57064.0,1838.0,3
212,20130109,21,39.02,55355.0,1825.0,3
213,20130109,22,37.97,53987.0,1784.0,3
214,20130109,23,36.71,51505.0,1753.0,3
215,20130109,0,35.3,48686.0,1732.0,3
216,20130110,1,35.77,46644.0,1929.0,4
217,20130110,2,35.2,45700.0,1959.0,4
218,20130110,3,34.74,45389.0,2010.0,4
219,20130110,4,35.0,45640.0,2008.0,4
220,20130110,5,36.0,46669.0,1975.0,4
221,20130110,6,37.13,49380.0,1979.0,4
222,20130110,7,38.83,54019.0,1993.0,4
223,20130110,8,41.69,58919.0,1965.0,4
224,20130110,9,44.07,60258.0,1889.0,4
225,20130110,10,42.7,60073.0,1788.0,4
226,20130110,11,42.08,60124.0,1712.0,4
227,20130110,12,41.72,59999.0,1659.0,4
228,20130110,13,41.8,59714.0,1621.0,4
229,20130110,14,42.41,59510.0,1636.0,4
230,20130110,15,43.61,59619.0,1686.0,4
231,20130110,16,44.02,60297.0,1716.0,4
232,20130110,17,47.44,61048.0,1740.0,4
233,20130110,18,48.8,61407.0,1764.0,4
234,20130110,19,43.22,60574.0,1734.0,4
235,20130110,20,41.56,59298.0,1618.0,4
236,20130110,21,40.29,57434.0,1493.0,4
237,20130110,22,39.65,56051.0,1402.0,4
238,20130110,23,38.9,53540.0,1320.0,4
239,20130110,0,37.44,50631.0,1250.0,4
240,20130111,1,37.1,48693.0,1258.0,5
241,20130111,2,36.33,47660.0,1219.0,5
242,20130111,3,36.05,47314.0,1176.0,5
243,20130111,4,35.57,47557.0,1158.0,5
244,20130111,5,36.34,48540.0,1153.0,5
245,20130111,6,38.13,51645.0,1152.0,5
246,20130111,7,40.29,56300.0,1152.0,5
247,20130111,8,45.68,61223.0,1172.0,5
248,20130111,9,49.75,62058.0,1194.0,5
249,20130111,10,46.3,61782.0,1219.0,5
250,20130111,11,45.58,61855.0,1235.0,5
251,20130111,12,43.6,61535.0,1234.0,5
252,20130111,13,43.43,61035.0,1197.0,5
253,20130111,14,43.04,60348.0,1135.0,5
254,20130111,15,43.72,60152.0,1078.0,5
255,20130111,16,44.15,60960.0,1038.0,5
256,20130111,17,47.64,62056.0,1010.0,5
257,20130111,18,49.17,62358.0,997.0,5
258,20130111,19,43.78,61256.0,992.0,5
259,20130111,20,41.82,59624.0,976.0,5
260,20130111,21,40.12,57559.0,945.0,5
261,20130111,22,39.58,56089.0,899.0,5
262,20130111,23,38.85,54011.0,833.0,5
263,20130111,0,37.64,51812.0,768.0,5
264,20130112,1,37.94,49528.0,743.0,6
265,20130112,2,37.52,48298.0,694.0,6
266,20130112,3,36.95,47549.0,654.0,6
267,20130112,4,36.98,47315.0,655.0,6
268,20130112,5,36.88,47463.0,711.0,6
269,20130112,6,37.24,48150.0,754.0,6
270,20130112,7,37.9,49383.0,765.0,6
271,20130112,8,38.62,51451.0,751.0,6
272,20130112,9,39.28,53370.0,710.0,6
273,20130112,10,40.31,55122.0,645.0,6
274,20130112,11,40.99,56255.0,580.0,6
275,20130112,12,41.24,56592.0,504.0,6
276,20130112,13,40.98,56480.0,431.0,6
277,20130112,14,40.79,55939.0,388.0,6
278,20130112,15,40.84,55880.0,372.0,6
279,20130112,16,42.09,56863.0,365.0,6
280,20130112,17,44.73,58718.0,369.0,6
281,20130112,18,50.04,59546.0,385.0,6
282,20130112,19,48.05,58956.0,406.0,6
283,20130112,20,42.05,57339.0,411.0,6
284,20130112,21,40.35,55564.0,400.0,6
285,20130112,22,39.79,54555.0,383.0,6
286,20130112,23,39.58,52830.0,371.0,6
287,20130112,0,38.34,50945.0,359.0,6
288,20130113,1,38.76,49859.0,258.0,7
289,20130113,2,38.32,48775.0,270.0,7
290,20130113,3,37.87,48072.0,283.0,7
291,20130113,4,37.25,47893.0,297.0,7
292,20130113,5,37.17,48026.0,308.0,7
293,20130113,6,37.33,48516.0,317.0,7
294,20130113,7,37.26,49483.0,305.0,7
295,20130113,8,37.68,50914.0,286.0,7
296,20130113,9,37.81,52470.0,277.0,7
297,20130113,10,38.47,54122.0,266.0,7
298,20130113,11,39.14,55750.0,248.0,7
299,20130113,12,39.76,56436.0,218.0,7
300,20130113,13,39.56,56472.0,198.0,7
301,20130113,14,39.06,56091.0,199.0,7
302,20130113,15,38.97,56129.0,214.0,7
303,20130113,16,39.5,57220.0,237.0,7
304,20130113,17,40.39,59048.0,275.0,7
305,20130113,18,43.41,60082.0,318.0,7
306,20130113,19,46.1,59680.0,349.0,7
307,20130113,20,42.75,58695.0,354.0,7
308,20130113,21,40.52,57242.0,357.0,7
309,20130113,22,39.63,56142.0,370.0,7
310,20130113,23,39.61,54160.0,383.0,7
311,20130113,0,38.27,51880.0,377.0,7
312,20130114,1,37.69,49913.0,592.0,1
313,20130114,2,37.43,49096.0,630.0,1
314,20130114,3,37.54,48840.0,632.0,1
315,20130114,4,37.61,49138.0,619.0,1
316,20130114,5,38.23,50225.0,651.0,1
317,20130114,6,38.98,53143.0,727.0,1
318,20130114,7,41.97,58109.0,823.0,1
319,20130114,8,54.77,63077.0,910.0,1
320,20130114,9,57.92,64387.0,1023.0,1
321,20130114,10,52.1,64136.0,1076.0,1
322,20130114,11,49.1,64162.0,1036.0,1
323,20130114,12,48.84,64030.0,986.0,1
324,20130114,13,48.78,63485.0,947.0,1
325,20130114,14,50.78,63219.0,930.0,1
326,20130114,15,52.35,63075.0,935.0,1
327,20130114,16,51.86,63630.0,910.0,1
328,20130114,17,53.2,64688.0,898.0,1
329,20130114,18,60.5,65155.0,897.0,1
330,20130114,19,50.61,64166.0,862.0,1
331,20130114,20,47.92,62670.0,791.0,1
332,20130114,21,42.8,60720.0,707.0,1
333,20130114,22,41.16,58890.0,634.0,1
334,20130114,23,40.32,56165.0,572.0,1
335,20130114,0,38.59,53184.0,519.0,1
336,20130115,1,38.69,50929.0,550.0,2
337,20130115,2,37.95,49908.0,553.0,2
338,20130115,3,37.57,49487.0,567.0,2
339,20130115,4,37.96,49651.0,590.0,2
340,20130115,5,38.42,50453.0,620.0,2
341,20130115,6,39.33,53006.0,660.0,2
342,20130115,7,42.53,57693.0,696.0,2
343,20130115,8,56.21,62155.0,637.0,2
344,20130115,9,59.22,63211.0,558.0,2
345,20130115,10,55.12,62924.0,498.0,2
346,20130115,11,54.63,62974.0,436.0,2
347,20130115,12,52.44,62995.0,375.0,2
348,20130115,13,49.01,62707.0,332.0,2
349,20130115,14,51.91,62582.0,314.0,2
350,20130115,15,52.92,62658.0,282.0,2
351,20130115,16,54.87,63373.0,241.0,2
352,20130115,17,58.01,64357.0,207.0,2
353,20130115,18,64.0,64696.0,188.0,2
354,20130115,19,55.91,63674.0,172.0,2
355,20130115,20,47.23,62451.0,157.0,2
356,20130115,21,43.12,60567.0,148.0,2
357,20130115,22,41.65,58917.0,141.0,2
358,20130115,23,40.49,56196.0,127.0,2
359,20130115,0,38.94,53338.0,116.0,2
360,20130116,1,38.99,51226.0,93.0,3
361,20130116,2,38.13,50241.0,92.0,3
362,20130116,3,37.89,49727.0,95.0,3
363,20130116,4,38.19,49953.0,93.0,3
364,20130116,5,38.7,50988.0,97.0,3
365,20130116,6,40.26,53685.0,89.0,3
366,20130116,7,44.27,58370.0,88.0,3
367,20130116,8,63.87,63484.0,100.0,3
368,20130116,9,70.0,64728.0,114.0,3
369,20130116,10,72.83,64498.0,129.0,3
370,20130116,11,60.1,64407.0,132.0,3
371,20130116,12,52.93,64318.0,129.0,3
372,20130116,13,55.59,64009.0,128.0,3
373,20130116,14,59.13,63813.0,128.0,3
374,20130116,15,57.06,63934.0,136.0,3
375,20130116,16,56.18,64654.0,149.0,3
376,20130116,17,58.92,65722.0,167.0,3
377,20130116,18,69.93,66158.0,189.0,3
378,20130116,19,60.04,65297.0,210.0,3
379,20130116,20,49.42,63910.0,228.0,3
380,20130116,21,43.11,61860.0,241.0,3
381,20130116,22,41.89,60249.0,249.0,3
382,20130116,23,40.47,57449.0,252.0,3
383,20130116,0,38.79,54343.0,243.0,3
384,20130117,1,39.41,52634.0,301.0,4
385,20130117,2,39.03,51547.0,343.0,4
386,20130117,3,38.93,51231.0,374.0,4
387,20130117,4,39.23,51457.0,387.0,4
388,20130117,5,39.65,52261.0,384.0,4
389,20130117,6,40.69,54795.0,382.0,4
390,20130117,7,43.82,59335.0,395.0,4
391,20130117,8,61.58,64402.0,423.0,4
392,20130117,9,62.42,65572.0,451.0,4
393,20130117,10,59.92,65136.0,449.0,4
394,20130117,11,58.14,64960.0,419.0,4
395,20130117,12,56.22,64917.0,370.0,4
396,20130117,13,58.78,64274.0,334.0,4
397,20130117,14,60.12,64005.0,315.0,4
398,20130117,15,62.37,64044.0,306.0,4
399,20130117,16,62.34,64565.0,307.0,4
400,20130117,17,62.3,65472.0,321.0,4
401,20130117,18,72.83,66221.0,357.0,4
402,20130117,19,86.07,65501.0,396.0,4
403,20130117,20,61.3,64296.0,433.0,4
404,20130117,21,48.66,62392.0,481.0,4
405,20130117,22,45.96,60802.0,512.0,4
406,20130117,23,42.31,58122.0,525.0,4
407,20130117,0,40.37,55064.0,528.0,4
408,20130118,1,39.76,53227.0,632.0,5
409,20130118,2,38.98,52145.0,643.0,5
410,20130118,3,38.72,51764.0,656.0,5
411,20130118,4,39.01,51946.0,684.0,5
412,20130118,5,39.21,52886.0,737.0,5
413,20130118,6,40.4,55445.0,812.0,5
414,20130118,7,44.83,60128.0,871.0,5
415,20130118,8,62.03,65361.0,919.0,5
416,20130118,9,66.97,66819.0,972.0,5
417,20130118,10,65.13,66378.0,1004.0,5
418,20130118,11,60.2,65942.0,1008.0,5
419,20130118,12,49.28,65452.0,1006.0,5
420,20130118,13,48.09,64870.0,1049.0,5
421,20130118,14,46.28,64283.0,1135.0,5
422,20130118,15,46.99,64127.0,1212.0,5
423,20130118,16,47.89,64482.0,1297.0,5
424,20130118,17,54.6,65684.0,1387.0,5
425,20130118,18,61.96,66448.0,1459.0,5
426,20130118,19,51.88,65491.0,1528.0,5
427,20130118,20,44.16,63729.0,1605.0,5
428,20130118,21,41.97,61360.0,1697.0,5
429,20130118,22,40.43,59766.0,1763.0,5
430,20130118,23,39.25,57557.0,1783.0,5
431,20130118,0,38.69,55054.0,1757.0,5
432,20130119,1,38.16,53361.0,1690.0,6
433,20130119,2,37.98,52211.0,1698.0,6
434,20130119,3,37.92,51684.0,1681.0,6
435,20130119,4,37.97,51533.0,1610.0,6
436,20130119,5,38.0,51721.0,1553.0,6
437,20130119,6,37.96,52653.0,1494.0,6
438,20130119,7,38.08,53960.0,1442.0,6
439,20130119,8,38.38,56123.0,1414.0,6
440,20130119,9,39.03,58091.0,1379.0,6
441,20130119,10,40.65,59695.0,1352.0,6
442,20130119,11,41.56,60594.0,1330.0,6
443,20130119,12,41.93,60716.0,1305.0,6
444,20130119,13,41.6,60184.0,1290.0,6
445,20130119,14,41.0,59704.0,1303.0,6
446,20130119,15,40.09,59738.0,1332.0,6
447,20130119,16,40.23,60819.0,1352.0,6
448,20130119,17,41.7,62628.0,1358.0,6
449,20130119,18,47.97,63668.0,1334.0,6
450,20130119,19,46.02,62840.0,1282.0,6
451,20130119,20,41.79,60998.0,1202.0,6
452,20130119,21,39.98,59065.0,1112.0,6
453,20130119,22,39.14,57875.0,1032.0,6
454,20130119,23,38.76,56051.0,951.0,6
455,20130119,0,37.92,54135.0,877.0,6
456,20130120,1,38.01,52735.0,731.0,7
457,20130120,2,37.87,51478.0,686.0,7
458,20130120,3,37.53,50760.0,653.0,7
459,20130120,4,37.16,50499.0,633.0,7
460,20130120,5,36.95,50566.0,633.0,7
461,20130120,6,37.13,51086.0,653.0,7
462,20130120,7,37.35,51870.0,655.0,7
463,20130120,8,37.47,53217.0,644.0,7
464,20130120,9,37.96,54470.0,646.0,7
465,20130120,10,38.6,55917.0,672.0,7
466,20130120,11,39.49,57158.0,687.0,7
467,20130120,12,40.1,57579.0,680.0,7
468,20130120,13,39.71,57312.0,728.0,7
469,20130120,14,38.39,56934.0,861.0,7
470,20130120,15,37.88,57022.0,1041.0,7
471,20130120,16,38.43,58093.0,1241.0,7
472,20130120,17,39.41,60022.0,1486.0,7
473,20130120,18,40.07,61434.0,1817.0,7
474,20130120,19,40.71,61277.0,2095.0,7
475,20130120,20,39.82,60285.0,2306.0,7
476,20130120,21,38.92,58978.0,2477.0,7
477,20130120,22,37.91,57971.0,2599.0,7
478,20130120,23,37.86,56168.0,2679.0,7
479,20130120,0,37.21,53857.0,2755.0,7
480,20130121,1,37.27,51973.0,2686.0,1
481,20130121,2,37.28,51228.0,2780.0,1
482,20130121,3,37.05,51027.0,2886.0,1
483,20130121,4,37.26,51271.0,2953.0,1
484,20130121,5,37.36,52446.0,2982.0,1
485,20130121,6,38.03,55374.0,3000.0,1
486,20130121,7,39.78,60369.0,3004.0,1
487,20130121,8,43.2,65263.0,2999.0,1
488,20130121,9,44.78,66408.0,2994.0,1
489,20130121,10,43.91,65890.0,3008.0,1
490,20130121,11,42.71,65643.0,3050.0,1
491,20130121,12,42.21,65319.0,3090.0,1
492,20130121,13,42.37,64594.0,3086.0,1
493,20130121,14,42.52,64527.0,3057.0,1
494,20130121,15,42.21,64654.0,3027.0,1
495,20130121,16,42.5,65306.0,2989.0,1
496,20130121,17,44.33,66267.0,2952.0,1
497,20130121,18,49.47,66859.0,2913.0,1
498,20130121,19,43.82,65887.0,2881.0,1
499,20130121,20,42.29,64444.0,2843.0,1
500,20130121,21,41.27,62621.0,2808.0,1
501,20130121,22,40.51,60977.0,2765.0,1
502,20130121,23,39.62,58469.0,2711.0,1
503,20130121,0,37.67,55502.0,2670.0,1
504,20130122,1,37.09,54113.0,2630.0,2
505,20130122,2,36.94,53112.0,2570.0,2
506,20130122,3,36.98,52698.0,2503.0,2
507,20130122,4,37.1,52750.0,2440.0,2
508,20130122,5,37.47,53483.0,2385.0,2
509,20130122,6,38.33,55927.0,2314.0,2
510,20130122,7,40.05,60117.0,2217.0,2
511,20130122,8,53.98,64790.0,2105.0,2
512,20130122,9,63.33,65899.0,1997.0,2
513,20130122,10,50.7,65586.0,1922.0,2
514,20130122,11,48.13,65482.0,1878.0,2
515,20130122,12,47.07,65160.0,1830.0,2
516,20130122,13,45.51,64669.0,1735.0,2
517,20130122,14,46.93,64461.0,1597.0,2
518,20130122,15,47.19,64539.0,1471.0,2
519,20130122,16,53.51,65285.0,1357.0,2
520,20130122,17,61.5,66325.0,1265.0,2
521,20130122,18,75.05,67183.0,1194.0,2
522,20130122,19,54.04,66519.0,1129.0,2
523,20130122,20,48.59,65525.0,1048.0,2
524,20130122,21,44.2,63840.0,964.0,2
525,20130122,22,42.98,62305.0,895.0,2
526,20130122,23,40.71,59743.0,824.0,2
527,20130122,0,39.36,57089.5,749.0,2
528,20130123,1,39.31,55404.0,665.0,3
529,20130123,2,38.16,54488.0,608.0,3
530,20130123,3,37.86,54005.0,556.0,3
531,20130123,4,38.22,54179.0,516.0,3
532,20130123,5,38.78,55050.0,488.0,3
533,20130123,6,40.36,57732.0,473.0,3
534,20130123,7,45.7,62403.0,461.0,3
535,20130123,8,68.1,67216.0,447.0,3
536,20130123,9,75.0,68060.0,428.0,3
537,20130123,10,70.07,67518.0,407.0,3
538,20130123,11,70.06,67199.0,383.0,3
539,20130123,12,66.01,66950.0,357.0,3
540,20130123,13,65.37,66398.0,326.0,3
541,20130123,14,64.35,66050.0,299.0,3
542,20130123,15,61.65,66193.0,281.0,3
543,20130123,16,58.63,66567.0,269.0,3
544,20130123,17,59.59,67459.0,261.0,3
545,20130123,18,75.02,68468.0,266.0,3
546,20130123,19,63.53,67744.0,273.0,3
547,20130123,20,55.77,66856.0,272.0,3
548,20130123,21,45.82,65040.0,269.0,3
549,20130123,22,43.13,63533.0,264.0,3
550,20130123,23,41.08,60857.0,247.0,3
551,20130123,0,40.19,57916.0,228.0,3
552,20130124,1,40.41,55464.0,221.0,4
553,20130124,2,39.63,54817.0,219.0,4
554,20130124,3,39.18,54705.0,219.0,4
555,20130124,4,39.67,55016.0,225.0,4
556,20130124,5,39.38,55793.0,236.0,4
557,20130124,6,41.2,58352.0,254.0,4
558,20130124,7,48.24,62954.0,268.0,4
559,20130124,8,68.45,67784.0,273.0,4
560,20130124,9,71.28,68655.0,276.0,4
561,20130124,10,75.0,67935.0,269.0,4
562,20130124,11,63.84,67527.0,263.0,4
563,20130124,12,60.05,67050.0,243.0,4
564,20130124,13,69.48,66283.0,228.0,4
565,20130124,14,64.63,65848.0,228.0,4
566,20130124,15,63.54,65869.0,231.0,4
567,20130124,16,60.66,66340.0,222.0,4
568,20130124,17,66.38,67610.0,199.0,4
569,20130124,18,78.79,68586.0,194.0,4
570,20130124,19,81.59,67683.0,204.0,4
571,20130124,20,50.47,66572.0,197.0,4
572,20130124,21,47.97,64793.0,184.0,4
573,20130124,22,47.81,63329.0,166.0,4
574,20130124,23,43.89,60692.0,148.0,4
575,20130124,0,40.16,57841.0,135.0,4
576,20130125,1,40.23,55945.0,46.0,5
577,20130125,2,39.29,55090.0,42.0,5
578,20130125,3,39.06,54695.0,42.0,5
579,20130125,4,39.17,54799.0,48.0,5
580,20130125,5,39.78,55613.0,58.0,5
581,20130125,6,41.03,58403.0,80.0,5
582,20130125,7,52.18,63065.0,113.0,5
583,20130125,8,62.32,67905.0,154.0,5
584,20130125,9,69.6,69112.0,205.0,5
585,20130125,10,69.9,68477.0,264.0,5
586,20130125,11,67.97,68082.0,331.0,5
587,20130125,12,66.79,67326.0,412.0,5
588,20130125,13,60.6,66253.0,474.0,5
589,20130125,14,55.07,65312.0,520.0,5
590,20130125,15,49.91,64843.0,574.0,5
591,20130125,16,50.69,64991.0,637.0,5
592,20130125,17,55.08,66139.0,707.0,5
593,20130125,18,62.28,66913.0,785.0,5
594,20130125,19,57.65,66035.0,874.0,5
595,20130125,20,44.25,64163.0,996.0,5
